标题,链接,封面图,发布时间,内容类型,简介,来源,内容ID,视频时长
[世界杯]乌拉圭主帅解释苏亚雷斯落选原因,https://tv.cctv.com/2026/06/02/VIDENLOcqWapmhKKUfWJvjdB260602.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/06/02/2026060218421135052.jpg,,视频,当地时间5月31日，乌拉圭队公布了26人世界杯大名单，乌拉圭主帅解释了苏亚雷斯落选原因。,央视网,VIDENLOcqWapmhKKUfWJvjdB260602,
[世界杯]阿根廷队抵达世界杯大本营,https://tv.cctv.com/2026/06/02/VIDE0gIgLRQnYMmMJzxGgeME260602.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/06/02/2026060218403011772.jpg,,视频,当地时间6月1日，阿根廷队抵达世界杯大本营美国堪萨斯城。,央视网,VIDE0gIgLRQnYMmMJzxGgeME260602,
[世界杯]巴西队举行世界杯出征仪式,https://tv.cctv.com/2026/06/02/VIDEbGnS5anLs8HYMaCuVyqo260602.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/06/02/2026060218390133633.jpg,,视频,当地时间6月1日，巴西队在里约热内卢举行世界杯出征仪式。,央视网,VIDEbGnS5anLs8HYMaCuVyqo260602,
[世界杯]澳大利亚队抵达奥克兰,https://tv.cctv.com/2026/06/02/VIDExY7AG8qGhs5jlZaI9jBq260602.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/06/02/2026060209085489788.jpg,,视频,澳大利亚国家队抵达奥克兰开启海外集训，队员加紧磨合阵容、调整竞技状态，依托异地拉练积累实战手感，全力备战世界杯征程。,央视网,VIDExY7AG8qGhs5jlZaI9jBq260602,
[世界杯]卡塔尔队抵达圣巴巴拉,https://tv.cctv.com/2026/06/02/VIDEXuu1vWp77XUcMhjXNitM260602.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/06/02/2026060209105368265.jpg,,视频,卡塔尔国家队抵达圣巴巴拉开展集训，潜心打磨战术调整状态，借助海外拉练积攒实战经验，全力以赴备战新一届世界杯赛事。,央视网,VIDEXuu1vWp77XUcMhjXNitM260602,
克罗地亚世界杯大名单：魔笛领衔！佩里西奇入选,https://sports.cctv.com/2026/06/02/ARTIO1WSRREOnwtRCY4ALBdR260602.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/02/2026060207521122184.jpg,,文章,央视网消息：克罗地亚足协公布26人世界杯正式名单，莫德里奇、克拉马里奇入选。门将：多米尼克·利瓦科维奇（萨格勒布迪纳摩）、多米尼克·科塔尔斯基（哥本哈根）、伊沃·潘杜（赫尔城）后卫：格瓦迪奥尔（曼城）、杜耶·卡莱塔-卡尔（皇家社会）、约西普·苏塔洛（阿贾克斯）、斯坦尼西奇（拜仁慕尼黑）、庞格拉西奇（佛罗伦萨）、克里斯蒂扬·亚基奇（奥格斯堡）、马丁·埃尔利奇（中日德兰）、武什科维奇（汉堡）中场：莫德里奇（AC米兰）、科瓦契奇（曼城）、马里奥·帕萨利奇（亚特兰大）、尼科拉·弗拉西奇（都灵）、卢卡·苏西奇（皇家社会）、马丁·巴图里纳（科莫）、佩塔·苏契奇（国际米兰）、尼古拉·莫罗（博洛尼亚）、托尼·,央视网,ARTIO1WSRREOnwtRCY4ALBdR260602,
[世界杯]安切洛蒂：不会更换内马尔,https://tv.cctv.com/2026/06/01/VIDEzfZKtKVQ6RgFRCREjoli260601.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/06/01/2026060122225285370.jpg,,视频,近日，安切洛蒂表示，尽管内马尔伤病并未完全恢复，他并不打算更换球员。,央视网,VIDEzfZKtKVQ6RgFRCREjoli260601,
[世界杯]阿根廷国家队抵达堪萨斯城,https://tv.cctv.com/2026/06/01/VIDEJHzpDPVUi4mf2yX0AT0J260601.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/01/2026060119350891097.jpg,,视频,当地时间5月31日，阿根廷国家队抵达堪萨斯城，开启世界杯之旅。,央视网,VIDEJHzpDPVUi4mf2yX0AT0J260601,
[世界杯]荷兰队积极备战美加墨世界杯,https://tv.cctv.com/2026/06/01/VIDEnIBc3BDr0dT2qBX9bznZ260601.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/06/01/2026060109144971678.jpg,,视频,荷兰全队投入集训，积极备战美加墨世界杯。队员们刻苦训练、磨合战术，调整竞技状态，力争在世界杯赛场交出亮眼表现。,央视网,VIDEnIBc3BDr0dT2qBX9bznZ260601,
[世界杯]西班牙队公开训练 亚马尔现身,https://tv.cctv.com/2026/06/01/VIDEouk8MQdQgaznCKps31FQ260601.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/01/2026060109132586199.jpg,,视频,西班牙队开展公开训练备战世界杯，新星亚马尔亮相训练场。队员们认真打磨状态，积极备战，全力冲刺即将到来的赛事。,央视网,VIDEouk8MQdQgaznCKps31FQ260601,
中国足球裁判出征美加墨世界杯,https://sports.cctv.com/2026/05/31/ARTIBw8POD6aSF6LMQEmR9zh260531.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/05/31/2026053108345434243.jpg,,文章,中国足球裁判马宁、傅明、周飞30日从北京启程，出征2026年美加墨世界杯。三人表示，将在世界杯赛场上努力展现中国裁判的风采，并把从世界杯上学到的先进理念和经验带回中国，助力中国足球裁判事业发展。,央视网,ARTIBw8POD6aSF6LMQEmR9zh260531,
[世界杯]暖心！哥伦比亚队为患病儿童送祝福,https://tv.cctv.com/2026/05/31/VIDE29oeCCkeBrQv8Uo2NTJ8260531.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/05/31/2026053110513860899.jpg,,视频,当地时间29日，哥伦比亚队为患病儿童送祝福。,央视网,VIDE29oeCCkeBrQv8Uo2NTJ8260531,
[世界杯]大名单仍未公布 墨西哥队主帅透露选人原则,https://tv.cctv.com/2026/05/31/VIDEq8kmfhWqT0Yu5ePlnSxs260531.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/05/31/2026053110492488765.jpg,,视频,世界杯日益临近，墨西哥队仍未公布大名单，但主帅已经透露选人原则。,央视网,VIDEq8kmfhWqT0Yu5ePlnSxs260531,
[世界杯]中国裁判出征世界杯,https://tv.cctv.com/2026/05/31/VIDEDYtDGxhOxvErJWF7OLkM260531.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/05/31/2026053110470356901.jpg,,视频,北京时间5月30日，3名中国裁判员马宁、傅明、周飞前往美国，开启世界杯之旅。,央视网,VIDEDYtDGxhOxvErJWF7OLkM260531,
[世界杯]因凡蒂诺：这是最棒的一届世界杯,https://tv.cctv.com/2026/05/30/VIDEVC74cFmcUwx0qNdC4Ul6260530.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/05/30/2026053008071653326.jpg,,视频,美加墨世界杯临近，因凡蒂诺表示这将是最棒的一届世界杯。,央视网,VIDEVC74cFmcUwx0qNdC4Ul6260530,
[世界杯]世界杯大幕将启 法德积极备战,https://tv.cctv.com/2026/05/30/VIDEzPUc2lnjgPv5fDN1hPAS260530.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/05/30/2026053008012526183.jpg,,视频,美加墨世界杯临近，法国队、德国队正积极备战。,央视网,VIDEzPUc2lnjgPv5fDN1hPAS260530,
[世界杯]中央广播电视总台关于2026年美加墨世界杯媒体权利营销招商的声明,https://tv.cctv.com/2026/05/29/VIDEy1wW3NsDwuXC6fCR0gK8260529.shtml,https://p1.img.cctvpic.com/fmspic/2026/05/29/92a5bdcdf72c4b01aa7654797aa51e56-61879847-1.jpg,,视频,5月27日，中央广播电视总台发布关于2026年美加墨世界杯媒体权利营销招商的声明。,央视网,VIDEy1wW3NsDwuXC6fCR0gK8260529,
[世界杯]阿根廷队公布世界杯名单,https://tv.cctv.com/2026/05/29/VIDEBambI0hvkCAnMNiBZL2X260529.shtml,https://p2.img.cctvpic.com/fmspic/2026/05/29/395ab547c2a446b6812f9fa31ac7510a-61874725-1.jpg,,视频,北京时间5月29日，阿根廷队公布世界杯名单。,央视网,VIDEBambI0hvkCAnMNiBZL2X260529,
[世界杯]内马尔因小腿伤势 或缺席世界杯首战,https://tv.cctv.com/2026/05/29/VIDE5prTJQQLE3Fu6vLw39JS260529.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/05/29/2026052908312014068.jpg,,视频,美加墨世界杯日益临近，内马尔因小腿伤势，或缺席世界杯首战。,央视网,VIDE5prTJQQLE3Fu6vLw39JS260529,
[世界杯]布鲁诺·费尔南德斯：生涯最大目标是赢得世界杯,https://tv.cctv.com/2026/05/29/VIDE5e0HjvvldqV61IvKZIq0260529.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/05/29/2026052908294524708.jpg,,视频,美加墨世界杯日益临近，葡萄牙国家队队员布鲁诺·费尔南德斯表示，生涯最大目标是赢得世界杯。,央视网,VIDE5e0HjvvldqV61IvKZIq0260529,
[世界杯]沙特队抵达纽约积极备战,https://tv.cctv.com/2026/05/28/VIDEkfOFVqs28AHGkCfBFh62260528.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/05/28/2026052819191666792.jpg,,视频,沙特国家队抵达纽约展开集训，全队积极调整状态、打磨战术，全力备战世界杯赛事，力争在赛场上展现最佳水准。,央视网,VIDEkfOFVqs28AHGkCfBFh62260528,
[世界杯]瑞典队在斯德哥尔摩开始训练,https://tv.cctv.com/2026/05/28/VIDE9intYX9D5YN2Rqo9GEXH260528.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/05/28/2026052819171916092.jpg,,视频,瑞典国家队集结斯德哥尔摩开启集训，全力备战2026世界杯。队员们投入系统训练打磨状态，整装待发，向世界杯赛场发起冲击。,央视网,VIDE9intYX9D5YN2Rqo9GEXH260528,
摩洛哥男足国家队公布世界杯大名单,https://sports.cctv.com/2026/05/28/ARTIyMn2rysUpTCc303n3aH6260528.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/05/28/2026052816234014595.jpg,,文章,当地时间26日晚，摩洛哥国家队公布了2026年美加墨世界杯的大名单，队长阿什拉夫领衔，卜拉欣·迪亚斯、马兹拉维在列，除26名正选球员外，还有3名候补球员。,央视网,ARTIyMn2rysUpTCc303n3aH6260528,
南非男足国家队公布世界杯大名单,https://sports.cctv.com/2026/05/28/ARTIXrCiJGvrii2jurhtUwC7260528.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/05/28/2026052816194952093.jpg,,文章,27日晚，南非男足国家队在南非行政首都比勒陀利亚举行世界杯出征欢送晚宴，73岁的主教练雨果·布鲁斯公布2026年美加墨世界杯26人大名单。,央视网,ARTIXrCiJGvrii2jurhtUwC7260528,
巴西队集结后首次训练 内马尔因伤缺席,https://sports.cctv.com/2026/05/28/ARTII08G6hOKliDQxcuLAYQP260528.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/05/28/2026052816162278689.jpg,,文章,即将参加美加墨世界杯的巴西男足国家队在位于特雷索波利斯的训练基地进行了集结后的首次训练，内马尔因为右小腿水肿未完全恢复而缺席。,央视网,ARTII08G6hOKliDQxcuLAYQP260528,
[世界杯]总台与小红书达成美加墨世界杯顶级赛事直播战略合作,https://tv.cctv.com/2026/05/28/VIDEvXCN6vf8D5JyBThtpw3a260528.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/05/28/2026052813184349372.jpg,,视频,5月27日，中央广播电视总台与小红书在北京举办签约活动，小红书正式成为2026年美加墨世界杯持权转播商、中央广播电视总台顶级赛事直播战略合作伙伴。,央视网,VIDEvXCN6vf8D5JyBThtpw3a260528,
[世界杯]哥伦比亚队积极备战美加墨世界杯,https://tv.cctv.com/2026/05/28/VIDEJN0mDsmpXpTNKY3lbc8M260528.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/05/28/2026052808381061062.jpg,,视频,当地时间5月26日，哥伦比亚队在首都进行训练课，积极备战美加墨世界杯。,央视网,VIDEJN0mDsmpXpTNKY3lbc8M260528,
[世界杯]巴西队集结 用拥抱开始,https://tv.cctv.com/2026/05/28/VIDELdSklcfHUUTpokigdO0G260528.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/05/28/2026052808350249626.jpg,,视频,当地时间5月27日，巴西队在训练基地集结，内马尔与安切洛蒂拥抱。,央视网,VIDELdSklcfHUUTpokigdO0G260528,
[世界杯]波切蒂诺：我不想“胡说八道”,https://tv.cctv.com/2026/05/28/VIDEJGNR0qrU3lfAk6kt70KC260528.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/05/28/2026052808325777167.jpg,,视频,5月27日，美国队公布了世界杯26人大名单。面对名单争议，波切蒂诺表示，不需向落选人进行解释。,央视网,VIDEJGNR0qrU3lfAk6kt70KC260528,
[世界杯]荷兰队公布世界杯大名单 目标全力争胜,https://tv.cctv.com/2026/05/28/VIDENuY06l7LLghRlE93OyRq260528.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/05/28/2026052809362260116.jpg,,视频,当地时间5月27日，荷兰队公布世界杯大名单，目标全力争胜。,央视网,VIDENuY06l7LLghRlE93OyRq260528,
[世界杯]2026美加墨世界杯官方主题曲：《Dai Dai》,https://sports.cctv.com/2026/05/27/VIDEs9IzfXZWPKA2Zo2BfEGp260527.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/05/27/2026052722202316744.jpg,,视频,2026美加墨世界杯官方主题曲：《Dai Dai》。,央视网,VIDEs9IzfXZWPKA2Zo2BfEGp260527,
[世界杯]斯卡洛尼：梅西伤情并不严重 其他伤员也在恢复,https://tv.cctv.com/2026/05/27/VIDEGXEYYrNWiwtWPeOFYvdj260527.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/05/27/2026052722161156228.jpg,,视频,阿根廷当地时间5月26日，斯卡洛尼表示梅西伤情并不严重，其他伤员也在恢复。,央视网,VIDEGXEYYrNWiwtWPeOFYvdj260527,
[世界杯]波切蒂诺：不需向落选人进行解释,https://tv.cctv.com/2026/05/27/VIDEnuLz6ZjudVwtRCVJMGCy260527.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/05/27/2026052721234535583.jpg,,视频,近日，美国队公布了世界杯26人大名单。面对名单争议，波切蒂诺表示，不需向落选人进行解释。,央视网,VIDEnuLz6ZjudVwtRCVJMGCy260527,
[图]2026年国际足联世界杯：纽约新泽西体育场,https://sports.cctv.com/2026/05/27/PHOAIs9RljPWccQrPnr1oeaS260527.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/05/27/2026052715443044004.jpg,,图集,央视网消息：当地时间2026年5月26日，美国新泽西州东卢瑟福，纽约新泽西体育场在2026年国际足联世界杯前亮相。,央视网,PHOAIs9RljPWccQrPnr1oeaS260527,
[图]美国队公布2026年世界杯大名单,https://sports.cctv.com/2026/05/27/PHOAwxPlpPnG4PE1KnFjSRP4260527.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/05/27/2026052715382996050.jpg,,图集,央视网消息：美国纽约当地时间2026年5月26日，美国队公布世界杯大名单。,央视网,PHOAwxPlpPnG4PE1KnFjSRP4260527,
[世界杯]哈梅斯、迪亚斯领衔哥伦比亚世界杯大名单,https://tv.cctv.com/2026/05/27/VIDEPbonax2yYgfeBI4tptGt260527.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/05/27/2026052708325533686.jpg,,视频,哥伦比亚公布2026美加墨世界杯26人名单，哈梅斯（J罗）与路易斯・迪亚斯领衔，奥斯皮纳、桑切斯等名将入选，将迎战葡萄牙等强敌。,央视网,VIDEPbonax2yYgfeBI4tptGt260527,
[世界杯]阿方索·戴维斯或将缺席加拿大首战,https://tv.cctv.com/2026/05/27/VIDEix1E0H9wOWD1nImeYvjB260527.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/05/27/2026052708410149633.jpg,,视频,加拿大核心阿方索・戴维斯因腿筋伤势，或将缺席2026世界杯首战对阵波黑。,央视网,VIDEix1E0H9wOWD1nImeYvjB260527,
[世界杯]卢卡·齐达内抵达阿尔及利亚训练营,https://tv.cctv.com/2026/05/27/VIDEfMcnG7mweDHZ6qF4qvaF260527.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/05/27/2026052708432113487.jpg,,视频,卢卡・齐达内抵达阿尔及利亚训练营，全力备战世界杯。作为球队主力门将，他伤愈归队，助力球队打磨防线，冲刺世界杯佳绩。,央视网,VIDEfMcnG7mweDHZ6qF4qvaF260527,
[世界杯]世界杯展示活动来到多伦多,https://tv.cctv.com/2026/05/26/VIDEKQWKXhUGM6FDIFSd8ANw260526.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/05/26/2026052619012936302.jpg,,视频,北京时间5月25日，世界杯展示活动来到多伦多。,央视网,VIDEKQWKXhUGM6FDIFSd8ANw260526,
[世界杯]梅西左腿拉伤 预计世界杯前伤愈,https://tv.cctv.com/2026/05/26/VIDE7Djg1RgP8eyu1BNIm21i260526.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/05/26/2026052619004749120.jpg,,视频,北京时间5月25日，梅西左腿拉伤，预计世界杯前伤愈。,央视网,VIDE7Djg1RgP8eyu1BNIm21i260526,
[世界杯]哥伦比亚队公布世界杯26人大名单,https://tv.cctv.com/2026/05/26/VIDERfyjdBDmld9PIlEM344Q260526.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/05/26/2026052618581377062.jpg,,视频,北京时间5月26日，哥伦比亚队公布世界杯26人大名单。,央视网,VIDERfyjdBDmld9PIlEM344Q260526,
[世界杯]英格兰队公布世界杯大名单,https://sports.cctv.com/2026/05/22/VIDEqvu1u8lpENQNLauoH9vt260522.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/05/25/2026052513355339033.jpg,,视频,北京时间5月22日，英格兰队官方公布世界杯26人名单，凯恩、贝林厄姆、赖斯、萨卡等球星在列，帕尔默、福登、阿诺德、马奎尔无缘。,央视网,VIDEqvu1u8lpENQNLauoH9vt260522,
[世界杯]马奎尔等球星落选英格兰队世界杯大名单,https://sports.cctv.com/2026/05/22/VIDEzx9RftK7MygL42WbSL0o260522.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/05/25/2026052513385071740.jpg,,视频,北京时间5月22日，英格兰队官方公布世界杯26人名单，凯恩、贝林厄姆、赖斯、萨卡等球星在列，帕尔默、福登、阿诺德、马奎尔无缘。,央视网,VIDEzx9RftK7MygL42WbSL0o260522,
[世界杯]德国队公布世界杯大名单,https://worldcup.cctv.com/2026/05/21/VIDEDzZJarUwspFGidrPnSoJ260521.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/05/25/2026052514120925977.jpg,,视频,北京时间5月21日，德国队公布了世界杯大名单，诺伊尔入选。,央视网,VIDEDzZJarUwspFGidrPnSoJ260521,
[世界杯]重返世界杯 内马尔难掩激动,https://tv.cctv.com/2026/05/20/VIDE75d3e9PzkNXYdK0HNzzZ260520.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/05/20/2026052019371548979.jpg,,视频,北京时间5月19日，巴西队公布26人世界杯名单，内马尔入选。得知消息的内马尔难掩激动。,央视网,VIDE75d3e9PzkNXYdK0HNzzZ260520,
[世界杯]C罗将第六次随葡萄牙队出征世界杯,https://tv.cctv.com/2026/05/20/VIDERJ4ZPqrxBK6GQ0ZZQqrD260520.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/05/20/2026052019361984914.jpg,,视频,北京时间5月19日，葡萄牙公布了世界杯名单，C罗将第六次随葡萄牙队出征世界杯。,央视网,VIDERJ4ZPqrxBK6GQ0ZZQqrD260520,
[国际足球]巴西队公布26人世界杯名单 内马尔入选,https://tv.cctv.com/2026/05/19/VIDE1wdnKMEnQpfBoRH5FA4E260519.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/05/19/2026051918590899624.jpg,,视频,北京时间5月19日，巴西队公布26人世界杯名单，内马尔入选。,央视网,VIDE1wdnKMEnQpfBoRH5FA4E260519,
[国际足球]总台发布2026世界杯融媒体传播服务方案,https://tv.cctv.com/2026/05/18/VIDEy7IaK8McuAItt9AZfwbh260518.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/05/25/2026052514482419955.jpg,,视频,北京时间5月17日，中央广播电视总台正式发布2026世界杯融媒体传播服务方案，确认获得美加墨世界杯版权，并公布了转播计划、节目矩阵及解说阵容。,央视网,VIDEy7IaK8McuAItt9AZfwbh260518,
[国际足球]法国队公布世界杯阵容,https://tv.cctv.com/2026/05/15/VIDEeYLxJF3bSMyTuiSoL2eS260515.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/05/25/2026052514510389260.jpg,,视频,北京时间5月15日，法国队公布世界杯阵容，姆巴佩、登贝莱等在列。,央视网,VIDEeYLxJF3bSMyTuiSoL2eS260515,
[国际足球]伤别世界杯：关于世界杯的遗憾,https://tv.cctv.com/2026/05/14/VIDEDeBkOzwzaVkg8z5k1pWP260514.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/05/14/2026051408580178901.jpg,,视频,不少足坛名将因伤病遗憾伤别世界杯，怀揣征战梦想却无奈止步。赛场留有遗憾，也让坚守与拼搏的足球故事更具动容色彩。,央视网,VIDEDeBkOzwzaVkg8z5k1pWP260514,
